path,category,size_bytes,sha256,review_status,notes
".github/FUNDING.yml","configuration","178","abdd2c60d5e559a94f170af88eac2efafd8f19309c651a7d4aed38d77a233cf5","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/ISSUE_TEMPLATE/bug_report.yml","configuration","1342","3cc6859b64291c295c6f2d094e5da275c7c4b06bf93b5d3f0f52747dede1ee4c","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/ISSUE_TEMPLATE/config.yml","configuration","228","5f992f58bfcb64db8721bad49e1c6dcb0b93b23cb53377d1b5ce14a8a856a0c7","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/ISSUE_TEMPLATE/evaluation_proposal.yml","configuration","905","9f3100f3f602da6ab2bd39ed4be84f0b8c23ada83e1f1e4098f6623ba1de5a87","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/ISSUE_TEMPLATE/feature_request.yml","configuration","934","f0a3738654771044a4a8d3b8aa053dc424d40706e133b8ba678c6fd0918f8f72","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/ISSUE_TEMPLATE/provider_request.yml","configuration","1114","3015ac69c73eec6dc9c49e852b9a605d8f7438df45ceaa5672c0689a8928ba3b","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/PULL_REQUEST_TEMPLATE.md","documentation","752","f85e1db77b182f5cb71d88f52ad9494ea4b5c15aae8179b995c58679f55732bb","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
".github/workflows/ci.yml","workflow","772","a144df5c4e06148ffb32d24aed3c60dc2b04554f3e470b28bac817ee9991834b","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/workflows/dependency-review.yml","workflow","418","462e14096bfc16ba98943988b8d4603efc3de98f5a07a0b27c4b79049835d11b","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/workflows/quality.yml","workflow","687","9f1661ef8d57705afd0a49cfc48b2f7f12400b73b4f66c1d0abd4b5d2ea5d9b8","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/workflows/release-prep.yml","workflow","851","6bddd84da8d2768a49a2f7cc7d876d8d50b069d3e142b8ce6f27943e3e72e403","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".github/workflows/security-scan.yml","workflow","625","70512f266d73596ffc0c2fe11625373a1371427adf6b85db3d67b4df0574bbb1","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
".gitignore","configuration","130","3cef40bf2bc655f6662710a568f1a412a66a3175ee2858d52458a91d5a2844f2","PASS","text/plain; no file-specific concern found; global ownership/publication approval still required"
".latticeignore","configuration","102","e1dbe49906a4d4bcd2dc0d8c63d6afee18665d4fe64ada7c5ef8cbaf72937c93","PASS","text/plain; no file-specific concern found; global ownership/publication approval still required"
"AUTHORS.md","documentation","292","3c0beca6910e2cecfa63edfd2ec76ff30a11cbcb8416ee4c1746a32a884df6f2","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"CHANGELOG.md","documentation","1620","a4c4dbe49c0e4db4d234f5c2707fae1290d64945f445991b8423353bec0aed4f","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"CITATION.cff","documentation","348","c7fdd3a954049208230496375860ed46c525eb18451a0b249048b1596e9b4399","PASS","text/yaml; no file-specific concern found; global ownership/publication approval still required"
"CODE_OF_CONDUCT.md","third-party material","4780","e27fdb852a331aa6f9d38fc138cddd29b2eb086348c5a419b3c17453e2e98a5b","HUMAN_REVIEW_REQUIRED","text/markdown; private contact must be configured by owner"
"CONTRIBUTING.md","documentation","2167","bbea0ee9762102f7c6326a01d69463436260205dff09c7ec50c978dd8a5ec671","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"DEPENDENCIES.md","documentation","2873","3714b31bffe91c460b66452723ae491be54b7f21af2025aa20ec432fd0fc1286","HUMAN_REVIEW_REQUIRED","text/markdown; legal compatibility and publication rights remain human decisions"
"DEPENDENCY_INVENTORY.csv","generated metadata","26801","01470160c714ac44081abab3b2c23747430bbf298c4b67782e908d8c9fe8f35d","HUMAN_REVIEW_REQUIRED","text/csv; legal compatibility and publication rights remain human decisions"
"docs/architecture.md","documentation","4018","8b43a5775dd458535c821331fe8ae007a1091091ba205024a37fd48b7ea8e0ab","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/configuration.md","documentation","2704","06b7b673a668ff66f81ee5eb4c8f0c57c2cdc1dd45e24b9e9849589465aafa6f","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/evaluation.md","documentation","4506","694e69244728063a80a67ad183a661f87250d339893fef63176199f33f1153de","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/installation.md","documentation","3091","856ab0a5f0d652ab1174ae7bcaff568f78a0dcb5f287b5bdb8ab4de1e39267f1","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/limitations.md","documentation","3661","7087c21f4974663afe5c1e14df91bfbb69ad1ba8ecb754836b940dbc290fa2fb","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/persistence-schemas.md","documentation","2526","1f8766df9713f8f1ac2ed06a9b1eab032dfafc62272cb379e2d0818ab6e3f12b","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/protocol.md","documentation","2214","d1400cfe2e4aa931fc565fb1e37c539bae808b60a3e4378b786756d2c7b8e44d","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/providers.md","documentation","3946","588a614a373e290df6612cf088809612eaffca708876b6c29b76d6aa80c11c5f","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/quick-start.md","documentation","1744","37d43a039b33043401d0abcb3dc7eeb50187058766300b3fadeccc9e814a63a6","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/security.md","documentation","3491","8e42ea5360f34b06703ada38672cbc41037004d5bfaa106e8d502608edcfedf0","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"docs/troubleshooting.md","documentation","3503","c596d861775b708dcb0a64ebac88151d70da0a275b564bf794168a4c354d7008","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"examples/lattice.config.example.json","configuration","85","56b24be235fa31d5066522764311ee7a55432b337d99aa637f587173708c7acb","PASS","application/json; no file-specific concern found; global ownership/publication approval still required"
"FINAL_RELEASE_AUDIT.md","generated metadata","20211","241fd85c1d537de98fe5e34cb34bb2c801e4e88d7de8ac49de270f95523b5422","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"fixtures/reset-token/package.json","fixture","138","755e3b4ce53610fc03cfbb3ccc97cc95e6efc31e47e5cf5c355c52dffef0c8d4","PASS","application/json; reviewed as source or synthetic test data; no real user/customer data found"
"fixtures/reset-token/src/auth/audit.js","fixture","250","bf887af340e4b119d355a9c54b582d45e20b68f3d71eecf2c6066cd44611b753","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"fixtures/reset-token/src/auth/service.js","fixture","486","dad23c92589730bd46a7d2a7400e756d92865d5dd5ccb543f980ec21d10f5838","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"fixtures/reset-token/src/auth/token-repository.js","fixture","448","87d80904cf0a72179e92e0adb92ddde3a8e92851ea00ff2bfff5a7fca5d6ce76","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"fixtures/reset-token/tests/reset-token.test.js","fixture","1333","8ed83cfcec3ab7b0f5b98a9ba6f6038b07340fd783f2e2f039bd0491af5869d8","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"LICENSE","third-party material","11338","da0dff4ac3445b6bd0df8cce51aea8f0849f92a7ab632e70b55fd320d9be3355","HUMAN_REVIEW_REQUIRED","text/plain; legal compatibility and publication rights remain human decisions"
"NOTICE","documentation","280","2e7ffa723730c99314d497aa146f7da43e714719cde3347c95f19f11f503cc66","PASS","text/plain; no file-specific concern found; global ownership/publication approval still required"
"package-lock.json","generated metadata","58953","1bd307b48e7440e6187acbb160abff0641f38efc2682244988dda02cb2d90a93","PASS","application/json; no file-specific concern found; global ownership/publication approval still required"
"package.json","configuration","1951","b3102556ee587153698041a9bf2f82e954612dc85fb6446eaf266a155f3c83f8","PASS","application/json; no file-specific concern found; global ownership/publication approval still required"
"PUBLIC_EXPORT_REPORT.md","generated metadata","15505","b90f96644a08e7cc89cbca28ac320c76ab5db1a6949e918d3cdd22da9c8fdc3d","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"PUBLIC_FILE_MANIFEST.sha256","generated metadata","11160","0000000000000000000000000000000000000000000000000000000000000000","GENERATED_SELF_REFERENCE","text/checksum; checksum sentinel used here to avoid manifest/review cyclic self-reference"
"PUBLIC_FILE_REVIEW.csv","generated metadata","26767","0000000000000000000000000000000000000000000000000000000000000000","GENERATED_SELF_REFERENCE","text/csv; checksum sentinel used for this file because a file cannot contain its own final hash"
"README.md","documentation","9124","94f960189c95f19f9170955f096b57e029628bc2f1c1c9a6f9ead66522617f35","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"RELEASE_CHECKLIST_STATUS.md","generated metadata","10618","e34961d58c10f57416130bae0a93f01d8b2ff1fea32f45823b179ee9092b345a","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"RELEASE_CHECKLIST.md","documentation","2812","e7a6706b408a4baf9e6cf975121baf97fb7917541b6bb8e7b1b280acf6211cbc","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"scripts/check-format.mjs","source","1843","f1d6681d81cf30015b35468d9056108ac633c4ccc5e7c9a1a5c735be40fb2f58","PASS","text/plain; no file-specific concern found; global ownership/publication approval still required"
"scripts/scan-public-export.mjs","source","9398","53d7da6d184e416a6ed0165ea804159f40d5daeff606aa43350d663322056417","PASS","text/plain; no file-specific concern found; global ownership/publication approval still required"
"SECURITY.md","documentation","3348","988a53194e8008410483e36984e21040eb3aba07ffbd4eae0de8281f2d90a3fa","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"src/benchmark.ts","source","3961","f7d5e9923936fc16937c9de2ed14dfa69f255433e1e9b57d2909788b4f37260a","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/cleanup.ts","source","555","9ffdcd4a417825c20d8d671e336d65be10a5f675597fdfc7dfd2e065678db37f","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/cli.ts","source","18970","5bf5bbb26e57405def95b94c22f6c4724688dba32d58d921f3832118db9f428f","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-command.ts","source","6723","7da8be233f889439ca5f66f88cdd686f572c194164396d9a0f82649e1cf7aaf2","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-hook.ts","source","1943","53c76ee11e739ae439040ff2f2c06d93e2787b17f6a794999ee95d2cd8ef6983","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-hooks.ts","source","9583","d6f58e4c70303c630ccc0d57901d4daa17590be63ffe7ffcc813d12927bcfcbe","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-integration.ts","source","47731","ce03a0f3db7122fb603b1949a2bb37153451a43a7223f6c391f5f23c3f776e07","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-lattice-policy.ts","source","8405","7fad284d01863466dc1c259db5a3910f87139a2892a3fbc840b24dc462e63fb1","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-launcher.ts","source","5474","7970700ba09879fa4859987e5dab89fc9f6f80c4957084b8a54ed76b6123315c","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/codex-session-sync.ts","source","11745","7b0b2e64fdc619e2a0ae5383b7062299cdf542194e95fe675004fccaa0deb51c","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/context.ts","source","10248","dcaf1a073eef8deb01edb3acd9c5a73d8fd1efbcb6d485162930c7652978d902","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/core.ts","source","2386","45e1b8ddb5ec3a014d02ca4ca3bcfc536b261cc530d72ecc397fba655b63ee48","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/doctor.ts","source","2721","3c18f52632454c1c538934afc0cd2efaad87ef290ffeb31217ac2d5deb35f390","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/edit-grants.ts","source","10265","91c3fa168efe7b3e9d12f1be271dc672e51c125887f0d3fc62959bc22471a140","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/eval-budget-cli.ts","source","1565","b2566fc4002fc493a220edeb9cbf08961e5d3e42ec540eecaef39ed54d9d3827","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/eval-budget.ts","source","8219","cba508d7b7315344512ebf996c709a69fae055d7b676d50ceeedc62e81aac4ac","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/events.ts","source","452","7bc8c5d17bbfe5fe2e64f02e8839e50f94efe2b0717ca2fb285343a2b765b2f3","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/fingerprint.ts","source","2260","b0fe7c628416357a0122938ef0cedf66e3e3570f0bb78179fedb89925725ebd4","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/handoff.ts","source","10187","c7c0117ec26b4192a4604e56d49705c835905939fdec83531bc5c37a358e8fea","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/indexer.ts","source","4925","231ac485994be95c920c62525c817fb5b00fee0623526a1f4c17390b863077d2","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/legacy-handoff.ts","source","3352","2da6099d87e8a341d91794c7ebc56847ce0b8cad44f04cdc15e598b64239a9bb","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/managed-process.ts","source","10837","2ac89d400467bd310d89884d0333848607767baeee5257d3d23f9d59cb5297cf","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/mcp-server.ts","source","28532","71ccb6c8e0ef0cee1fe5f7bdb61c40312bff5ec7e0b932eaba977a5edf49f8f1","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/model-settings.ts","source","5500","6e18e41156a16973d7c706416139b51d43b69d09aceacf286c9e5b53191800cc","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/patch-lowerer.ts","source","8340","b80d8adae9079ce718e9e296303f9eec6a943de6306e67c8f7388d4d69a66fc0","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/persistence.ts","source","2928","429e4ed1e9e88196285330d2165650f191595dcd091acd6b5397ecaca5c4ffba","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/protocol.ts","source","246","75d2188fe77ab11aa8ff50750c2555ffcc789554e7b89720fc537aa3568d1a61","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/providers/codex/prompt.ts","source","6442","cd909e7e2bc936f5fd010d8622a99d1bb5c734f2dc0f430527d179db3b66510e","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/providers/codex/protocol.ts","source","12080","4ac8fefe52c94bb22b0eab00745b72c25afd51a0b45b4a982d038e281c207a98","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/repository.ts","source","2818","44178d6f4bc2177bf53e0eed6323aec14859f651937534cc601aa21aecf24093","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/runtime.ts","source","15184","893c2eb7a4e1bb457498ab7f1391a2514938229995596a4ac3619cda3dfae03e","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/sidecar-command.ts","source","1731","d0f5031772ebe2cb372b25260f26a4ba3907ed32ecb6171a2becf462e37c7e22","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/sidecar-protocol.ts","source","4080","d84824ea6c9ddb0a2e2bef0a58e21279ef0b735b2cb39dcc69d5dc532846154b","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/sidecar.ts","source","38710","183ac4bce0313089407828e180ee22bd8203e4d357b4aebed029957b33bed4be","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/state-machine.ts","source","2049","ca3d471c21cda1b9549a1ff013b3d26ad8155e53d19c16446ce1f87b8d937dc0","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/task.ts","source","2057","7c040504f96dacfe4a245e2d461030a714f065dab96d7c89c3b9c2bbd46d59d7","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/telemetry.ts","source","3109","3a20471895a819f430a35bdbebb7d84354e51d9a1c1ce87348a60443f69529b8","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/transaction.ts","source","7469","79a53d27b0f7cae4649c350c72491c442fb3f4e6ba239d1f0ab9924fdd63fb5e","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/types.ts","source","6073","d509cdcc715b54e33893743299b317618f9b36fa0dbb6a4e15740c3f6c5fba59","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/verified-cache.ts","source","2247","d503d057c78adfe3adf2019407eb17e30a72a358076b6149ebf34861145ab40c","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"src/worker.ts","source","10004","7ccaac792c15016550f95199c6c5d85e532f2a4a98ca119fd8b2b3601eb01760","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
"SUPPORT.md","documentation","677","4b4cc4f3b6812a048d81d06bad12dead2ac82ebb136c57057ebc3fe6bf2d00c2","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"tests/codex-cli-passthrough.test.ts","fixture","22154","b247591c9aee43cd850dcb2e3862b9c20809f922941fce9bdbfa33a60d979c2a","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/codex-integration.test.ts","fixture","38698","65521f87ddcba6ee02cbd9f749bc0a46f95fa2022cf69b9455c92e2996e4cd99","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/codex-lattice-policy.test.ts","fixture","3920","d0286aaeaf87c21caa54d54f7b801f1f245755eb03a38099804314f1668440f8","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/codex-session-sync.test.ts","fixture","9479","d45cb80cb48554391fc7e219600b5fa7aa3fb27f61ff463b486a672c19ab9e84","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/economy-frontier.test.ts","fixture","9682","25155df1fe07acb9eb52ccdfc2bd88c3c67cc9244340cae22d3c40c3869f9d44","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/edit-grants-state.test.ts","fixture","12223","8565b0955fb078077b27cac6e7d84c19e396f33a4db3bb211a8aed7d475e9904","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fingerprint-transaction.test.ts","fixture","12416","548b97ee2163c1bbd87ed9f0eb6c843e3aa382716c138682f8a32419b1af3377","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fixtures/sample-repository/package.json","fixture","141","c9f0a17f73dce2cdb64764039fadaa4a737638c492cd18427ae4667c3e2e48b4","PASS","application/json; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fixtures/sample-repository/src/auth/audit.js","fixture","250","bf887af340e4b119d355a9c54b582d45e20b68f3d71eecf2c6066cd44611b753","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fixtures/sample-repository/src/auth/login.js","fixture","174","f5384d8e6ca844537499bc2af1160611008e6ec6781b033bd4122fb5c89b81c0","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fixtures/sample-repository/src/auth/service.js","fixture","467","64f2aabc4eaa4a34773d3382dc42cf5bad9a4ce23396b9ad4cb1014749b49809","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
